loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,acc_now_delinq,chargeoff_within_12_mths,delinq_amnt,pub_rec_bankruptcies,tax_liens,hardship_flag,disbursement_method,debt_settlement_flag,debt_settlement_flag_date
8875,8875,8875.0,36 months,8.9,281.81,A,A5,Morongo Band of Mission Indians,6 years,OWN,28800.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,Bill Payoff,922xx,CA,24.29,0.0,Sep-1998,0.0,,,10.0,0.0,8890,69.5,23.0,f,0.0,0.0,10145.1499272255,10145.15,8875.0,1270.15,0.0,0.0,0.0,Jan-2015,291.21,,Jan-2018,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
5800,5800,5800.0,36 months,12.42,193.81,B,B4,Mish Mash Inc,3 years,RENT,36000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,Debt Consolidation,787xx,TX,21.67,0.0,Nov-2000,1.0,38.0,,9.0,0.0,6558,66.9,20.0,f,0.0,0.0,6977.0999989437,6977.1,5800.0,1177.1,0.0,0.0,0.0,Jan-2015,200.51,,Aug-2018,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
10000,10000,10000.0,36 months,11.71,330.76,B,B3,Simms metal management,2 years,RENT,40000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,070xx,NJ,22.26,0.0,Aug-1998,1.0,70.0,,8.0,0.0,11145,47.4,17.0,f,0.0,0.0,11819.55602952,11819.56,10000.0,1819.56,0.0,0.0,0.0,Jun-2014,2571.77,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
14000,14000,14000.0,36 months,11.71,463.07,B,B3,Thomas Wirig Doll,1 year,RENT,52000.0,Not Verified,Dec-2011,Fully Paid,n,credit_card,Credit Card Payoff,945xx,CA,12.97,0.0,Jan-2005,1.0,,,6.0,0.0,13008,57.9,8.0,f,0.0,0.0,15611.6648116096,15611.66,14000.0,1611.66,0.0,0.0,0.0,Feb-2013,9596.96,,Feb-2013,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
24000,24000,23975.0,36 months,7.9,750.97,A,A4,Carrollton School,6 years,OWN,75000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,330xx,FL,10.58,0.0,Jul-1986,2.0,,,9.0,0.0,26098,45.0,22.0,f,0.0,0.0,27034.770008502797,27006.61,24000.0,3034.77,0.0,0.0,0.0,Jan-2015,759.52,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
14000,14000,14000.0,36 months,14.27,480.33,C,C2,Swiss Re Holding Corporation of America,< 1 year,RENT,80000.0,Not Verified,Dec-2011,Fully Paid,n,credit_card,Credit Card refinancing,105xx,NY,3.3,0.0,Dec-2005,1.0,35.0,,10.0,0.0,7085,59.0,14.0,f,0.0,0.0,17235.869355636998,17235.87,14000.0,3235.87,0.0,0.0,0.0,Aug-2014,2364.03,,May-2018,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
15000,15000,14224.107739944067,60 months,12.69,338.93,B,B5,Pkm Panel Systems Corp.,3 years,OWN,30000.0,Verified,Dec-2011,Charged Off,n,debt_consolidation,leave mistakes behind,088xx,NJ,24.76,0.0,Jun-2004,1.0,,,7.0,0.0,16876,65.7,17.0,f,0.0,0.0,9543.84,8138.48,4881.73,3227.63,0.0,1434.48,14.0952,Dec-2013,338.93,,Oct-2017,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
5600,5600,5600.0,36 months,10.65,182.42,B,B2,ECR Inc,6 years,RENT,60000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,Debt Payment,950xx,CA,16.36,1.0,Apr-1999,0.0,4.0,90.0,11.0,1.0,2238,12.4,25.0,f,0.0,0.0,6566.699998359315,6566.7,5600.0,966.7,0.0,0.0,0.0,Jan-2015,192.37,,Apr-2018,0.0,,1,Individual,0.0,0.0,0.0,1.0,0.0,N,Cash,N,
7500,7500,7500.0,36 months,9.91,241.69,B,B1,TechMD,3 years,RENT,31200.0,Not Verified,Dec-2011,Fully Paid,n,credit_card,Credit Refinancing,928xx,CA,12.35,0.0,Oct-2005,0.0,,,14.0,0.0,7790,57.3,18.0,f,0.0,0.0,8551.156267889,8551.16,7500.0,1051.16,0.0,0.0,0.0,Dec-2013,3005.84,,Dec-2013,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
35000,27575,26043.43249257181,60 months,12.42,619.26,B,B4,United States Air Force,9 years,MORTGAGE,105000.0,Verified,Dec-2011,Fully Paid,n,home_improvement,Home Improvement Loan,782xx,TX,16.53,0.0,Aug-1990,0.0,43.0,,9.0,0.0,15523,25.0,38.0,f,0.0,0.0,34446.3820113638,31720.35,27575.0,6871.38,0.0,0.0,0.0,Jun-2014,14468.07,,Jul-2014,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
9800,9800,9800.0,36 months,16.29,345.95,D,D1,Gladding & Michel Inc.,4 years,RENT,67000.0,Not Verified,Dec-2011,Fully Paid,n,credit_card,Credit Card Consolidation,941xx,CA,21.01,0.0,May-1992,2.0,39.0,,14.0,0.0,21366,44.9,18.0,f,0.0,0.0,12161.905553296001,12161.91,9800.0,2361.91,0.0,0.0,0.0,Jan-2014,3866.0,,Feb-2017,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
15700,15700,14931.309703480403,60 months,18.25,400.82,D,D5,"CDC Builders, Inc.",10+ years,MORTGAGE,63000.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,Consolidation,331xx,FL,17.43,0.0,Dec-1999,1.0,,,12.0,0.0,9196,63.0,16.0,f,0.0,0.0,23722.740018456294,21920.34,15700.0,8022.74,0.0,0.0,0.0,Jan-2016,4483.38,,Feb-2016,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
5000,5000,5000.0,36 months,6.62,153.52,A,A2,STRAIGHT LINE LOGISTICS,1 year,RENT,276000.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,DEBT CONSOLIDATION STRATEGY,331xx,FL,1.82,0.0,Jun-2004,0.0,,,7.0,0.0,15175,56.0,18.0,f,0.0,0.0,5526.6600000010985,5526.66,5000.0,526.66,0.0,0.0,0.0,Jan-2015,166.04,,Dec-2014,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
4000,4000,4000.0,36 months,11.71,132.31,B,B3,,,RENT,24000.0,Source Verified,Dec-2011,Fully Paid,n,home_improvement,Reline pool and fix steeps,328xx,FL,7.5,1.0,Feb-2005,0.0,16.0,,4.0,0.0,1593,54.9,6.0,f,0.0,0.0,4186.0230303657,4186.02,4000.0,186.02,0.0,0.0,0.0,May-2012,3658.15,,May-2012,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
15000,15000,15000.0,36 months,11.71,496.14,B,B3,Santa Rosa County School Board,3 years,MORTGAGE,68400.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,325xx,FL,5.7,0.0,Jul-2000,0.0,,,5.0,0.0,9368,82.2,9.0,f,0.0,0.0,17861.0300057206,17861.03,15000.0,2861.03,0.0,0.0,0.0,Jan-2015,508.58,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
12000,12000,12000.0,36 months,15.27,417.58,C,C4,Lifecell,4 years,MORTGAGE,54000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,Debt Loan,088xx,NJ,17.07,0.0,Oct-1991,1.0,56.0,,10.0,0.0,15723,61.0,34.0,f,0.0,0.0,15032.5399881757,15032.54,12000.0,3032.54,0.0,0.0,0.0,Jan-2015,450.23,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
15000,15000,15000.0,36 months,14.65,517.42,C,C3,U.S Coast Guard,10+ years,MORTGAGE,100500.0,Source Verified,Dec-2011,Fully Paid,n,credit_card,C/C Consolidation Loan,081xx,NJ,14.56,0.0,May-2002,2.0,,,8.0,0.0,11736,74.3,14.0,f,0.0,0.0,16917.7750935191,16917.78,15000.0,1917.78,0.0,0.0,0.0,Dec-2012,11232.83,,Feb-2013,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
10200,10200,10200.0,36 months,14.27,349.96,C,C2,Hopland Shokawah Casino,3 years,RENT,40000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,Freedom Consolidation,954xx,CA,16.53,0.0,Jan-2007,1.0,,,7.0,0.0,9428,80.6,10.0,f,0.0,0.0,12187.973283983001,12187.97,10200.0,1987.97,0.0,0.0,0.0,Oct-2013,4856.49,,Oct-2016,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
9000,9000,9000.0,36 months,12.42,300.74,B,B4,Central Florida Testing Laboratories,5 years,MORTGAGE,47000.0,Not Verified,Dec-2011,Fully Paid,n,credit_card,Credit Card Refinance,346xx,FL,19.1,0.0,May-1994,0.0,46.0,,7.0,0.0,4012,47.2,17.0,f,0.0,0.0,10826.5300051096,10826.53,9000.0,1826.53,0.0,0.0,0.0,Jan-2015,313.32,,Mar-2016,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
6500,6500,6500.0,36 months,16.29,229.46,D,D1,DEI Services Corp a Kratos Co,3 years,MORTGAGE,68000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,347xx,FL,21.85,0.0,May-1996,1.0,,,11.0,0.0,10075,92.4,17.0,f,0.0,0.0,8197.1230259762,8197.12,6500.0,1697.12,0.0,0.0,0.0,Jun-2014,1547.92,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
2000,2000,2000.0,36 months,7.9,62.59,A,A4,Jpmorgan Chase,4 years,RENT,39600.0,Not Verified,Dec-2011,Fully Paid,n,credit_card,Refi,925xx,CA,5.09,0.0,Oct-1998,0.0,,,8.0,0.0,2058,79.2,13.0,f,0.0,0.0,2252.8600000001,2252.86,2000.0,252.86,0.0,0.0,0.0,Dec-2014,65.78,,Jan-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
8000,8000,8000.0,36 months,13.49,271.45,C,C1,The Home Depot,3 years,OWN,30000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,Bills,926xx,CA,14.48,0.0,Dec-2002,2.0,,,11.0,0.0,6266,44.1,21.0,f,0.0,0.0,9771.9199999982,9771.92,8000.0,1771.92,0.0,0.0,0.0,Dec-2014,287.22,,Dec-2014,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
20000,16925,11925.0,60 months,14.65,399.55,C,C3,Macy's,10+ years,RENT,75000.0,Verified,Dec-2011,Charged Off,n,debt_consolidation,Debt Consolidation,913xx,CA,16.51,0.0,Nov-1995,2.0,,,10.0,0.0,21513,74.9,16.0,f,0.0,0.0,3615.929999999998,2546.74,1819.26,1773.35,19.912186843791,3.41,0.0,Sep-2012,819.08,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
9600,9600,9600.0,36 months,13.49,325.74,C,C1,Finch Paper,3 years,MORTGAGE,27000.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,CCConsolidation,122xx,NY,10.22,0.0,Dec-2001,2.0,,,12.0,0.0,7387,84.9,27.0,f,0.0,0.0,11411.615481476201,11411.62,9600.0,1811.62,0.0,0.0,0.0,Dec-2013,4254.59,,Dec-2013,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
9000,9000,9000.0,36 months,6.62,276.34,A,A2,Qualcomm,3 years,MORTGAGE,45000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,Debt Consolidation,919xx,CA,22.05,0.0,Jan-1997,1.0,,,7.0,0.0,14022,44.0,17.0,f,0.0,0.0,9932.8847249279,9932.88,9000.0,932.88,0.0,0.0,0.0,Aug-2014,1391.04,,Jan-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
10000,10000,10000.0,36 months,7.9,312.91,A,A4,CITCO Fund Services,2 years,RENT,72500.0,Verified,Dec-2011,Fully Paid,n,credit_card,Consolidation Facility,112xx,NY,27.92,0.0,May-2000,0.0,,,7.0,0.0,10638,69.1,23.0,f,0.0,0.0,11264.460000000801,11264.46,10000.0,1264.46,0.0,0.0,0.0,Dec-2014,318.38,,Dec-2014,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
1000,1000,1000.0,36 months,14.65,34.5,C,C3,,,RENT,18408.0,Not Verified,Dec-2011,Charged Off,n,major_purchase,Myloan,080xx,NJ,6.0,0.0,Apr-1993,2.0,,114.0,3.0,1.0,2510,83.7,8.0,f,0.0,0.0,91.39,91.39,22.24,12.18,0.0,56.97,10.2402,Jan-2012,34.5,,Jun-2012,0.0,,1,Individual,0.0,0.0,0.0,1.0,0.0,N,Cash,N,
14000,14000,14000.0,36 months,7.9,438.07,A,A4,Mineral Wells ISD,2 years,RENT,30000.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,Debt Free,760xx,TX,15.2,0.0,Aug-2000,0.0,,,8.0,0.0,13581,62.3,28.0,f,0.0,0.0,15298.5528777998,15298.55,14000.0,1298.55,0.0,0.0,0.0,Jun-2013,7854.53,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
15000,15000,14248.306819772812,60 months,19.03,389.36,E,E2,JP Morgan Chase,9 years,RENT,75000.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,Personal,334xx,FL,2.82,0.0,Aug-1993,2.0,,,9.0,0.0,11379,75.9,12.0,f,0.0,0.0,22607.3400228192,20779.98,15000.0,7607.34,0.0,0.0,0.0,Aug-2015,5880.48,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
4500,4500,4500.0,36 months,15.96,158.12,C,C5,M and T Bank,5 years,MORTGAGE,65000.0,Not Verified,Dec-2011,Fully Paid,n,other,Personal Loan,120xx,NY,14.66,0.0,Aug-2002,1.0,,,20.0,0.0,18611,76.6,34.0,f,0.0,0.0,5582.6619896327,5582.66,4500.0,1082.66,0.0,0.0,0.0,Feb-2014,1636.76,,Feb-2014,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
3000,3000,3000.0,36 months,7.51,93.34,A,A3,northstar fire protection,10+ years,MORTGAGE,65000.0,Not Verified,Dec-2011,Fully Paid,n,major_purchase,loan,786xx,TX,27.91,0.0,Jan-1998,0.0,,,10.0,0.0,38905,56.0,19.0,f,0.0,0.0,3359.9399996404,3359.94,3000.0,359.94,0.0,0.0,0.0,Dec-2014,100.23,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
10000,10000,10000.0,36 months,9.91,322.25,B,B1,Borgata Hotel and casino,4 years,MORTGAGE,120000.0,Source Verified,Dec-2011,Fully Paid,n,home_improvement,roof,082xx,NJ,7.98,0.0,May-1997,2.0,,,7.0,0.0,21440,68.1,35.0,f,0.0,0.0,11600.980000001298,11600.98,10000.0,1600.98,0.0,0.0,0.0,Dec-2014,339.84,,Dec-2014,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
33425,20675,19010.82121846725,60 months,13.49,475.63,C,C1,Travelers insurance,2 years,MORTGAGE,75000.0,Source Verified,Dec-2011,Charged Off,n,debt_consolidation,Debt Consolidation Loan,114xx,NY,25.71,0.0,Jul-1978,3.0,,,10.0,0.0,50670,50.5,43.0,f,0.0,0.0,19893.95,16765.31,13371.26,6512.03,0.0,10.66,0.0,Feb-2015,1370.08,,Aug-2018,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,Y,Feb-2015
7200,7200,7200.0,36 months,15.27,250.55,C,C4,Department of Veterans Affairs,4 years,RENT,54990.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,Last Loan,766xx,TX,20.95,0.0,Oct-2001,1.0,81.0,,16.0,0.0,9119,96.0,24.0,f,0.0,0.0,8954.7781706034,8954.78,7200.0,1754.78,0.0,0.0,0.0,Jun-2014,1708.04,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
23000,23000,23000.0,36 months,7.9,719.68,A,A4,Providence Health Network,2 years,MORTGAGE,137000.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,Debt Solution,766xx,TX,8.13,0.0,Nov-1991,1.0,,,11.0,0.0,17564,60.8,37.0,f,0.0,0.0,23980.721342815497,23980.72,23000.0,980.72,0.0,0.0,0.0,Jul-2012,19664.2,,Nov-2014,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
20000,20000,19523.207736449,60 months,16.77,494.59,D,D2,US Postal Service,10+ years,RENT,60000.0,Verified,Dec-2011,Charged Off,n,debt_consolidation,debt free,945xx,CA,9.46,0.0,Mar-1995,2.0,28.0,,13.0,0.0,16326,41.0,30.0,f,0.0,0.0,18799.72,17787.27,9606.12,7667.87,0.0,1525.73,268.0326,Nov-2014,494.59,,Oct-2016,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
6000,6000,6000.0,60 months,17.58,151.0,D,D4,Miguel Rodriguez Agency,3 years,RENT,30120.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,Credit card debt,113xx,NY,15.54,0.0,Nov-2003,0.0,,,8.0,0.0,8136,80.6,11.0,f,0.0,0.0,9026.8600084889,9026.86,6000.0,3011.86,15.0000000525,0.0,0.0,Aug-2016,357.86,,Dec-2018,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
13000,13000,13000.0,36 months,9.91,418.93,B,B1,United Airlines,10+ years,RENT,65000.0,Verified,Dec-2011,Fully Paid,n,credit_card,betterrate,941xx,CA,8.82,0.0,Dec-2001,0.0,,,10.0,0.0,22554,75.9,18.0,f,0.0,0.0,14822.165552651,14822.17,13000.0,1822.17,0.0,0.0,0.0,Dec-2013,5207.35,,Jan-2014,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
18000,18000,18000.0,36 months,6.62,552.67,A,A2,"Fortress Analytics, Inc.",2 years,MORTGAGE,78000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,760xx,TX,6.35,0.0,Mar-1992,0.0,,,8.0,0.0,16136,25.0,13.0,f,0.0,0.0,19895.9600037849,19895.96,18000.0,1895.96,0.0,0.0,0.0,Dec-2014,574.46,,Dec-2014,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
8125,8125,8125.0,36 months,7.9,254.24,A,A4,Small Wonders Big Ideas Family,< 1 year,RENT,25000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,Pay Bills,606xx,IL,24.34,0.0,Apr-1999,1.0,,,13.0,0.0,19296,63.6,21.0,f,0.0,0.0,9152.3700029744,9152.37,8125.0,1027.37,0.0,0.0,0.0,Dec-2014,262.23,,Apr-2015,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
18800,18800,18750.0,36 months,7.51,584.89,A,A3,"Park West Landscape, Inc.",3 years,MORTGAGE,82000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,Debt Consolidation,926xx,CA,13.76,1.0,Dec-1988,0.0,11.0,,14.0,0.0,14477,17.3,24.0,f,0.0,0.0,21055.7699972901,20999.77,18800.0,2255.77,0.0,0.0,0.0,Dec-2014,594.74,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
26800,26800,26800.0,36 months,19.03,982.79,E,E2,At&T,10+ years,MORTGAGE,82000.0,Source Verified,Dec-2011,Fully Paid,n,credit_card,Credit Card,920xx,CA,21.59,0.0,Jan-1981,1.0,,,12.0,0.0,26919,98.0,31.0,f,0.0,0.0,31286.010446111002,31286.01,26800.0,4486.01,0.0,0.0,0.0,Dec-2012,20489.14,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
12875,8475,8184.320179930575,60 months,17.58,213.28,D,D4,SALTER LABS,3 years,RENT,27600.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,MONEY TREE,933xx,CA,18.7,0.0,Apr-2001,1.0,,,4.0,0.0,5595,86.1,7.0,f,0.0,0.0,11224.593911861499,10587.56,8475.0,2749.59,0.0,0.0,0.0,Feb-2014,5908.59,,Oct-2015,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
4000,4000,4000.0,36 months,16.29,141.21,D,D1,National Bank of California,4 years,RENT,35000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,Pay Off Debt,900xx,CA,9.22,0.0,Sep-2003,0.0,44.0,,7.0,0.0,8247,83.5,13.0,f,0.0,0.0,5055.3269112623,5055.33,4000.0,1055.33,0.0,0.0,0.0,Jul-2014,824.36,,Aug-2017,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
12000,12000,12000.0,36 months,9.91,386.7,B,B1,MILLENNIUM BILTMORE HOTEL,10+ years,OWN,33000.0,Not Verified,Dec-2011,Fully Paid,n,credit_card,Credit Card,907xx,CA,18.8,0.0,Sep-1990,0.0,,,5.0,0.0,17229,74.9,10.0,f,0.0,0.0,13874.181162078701,13874.18,12000.0,1874.18,0.0,0.0,0.0,Jul-2014,2286.28,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
11300,11300,11300.0,36 months,12.69,379.06,B,B5,California Pizza Kitchen,7 years,MORTGAGE,36000.0,Not Verified,Dec-2011,Fully Paid,n,credit_card,Credit Card,333xx,FL,16.33,0.0,Jun-1998,1.0,79.0,,9.0,0.0,18905,74.7,22.0,f,0.0,0.0,12791.397668658301,12791.4,11300.0,1491.4,0.0,0.0,0.0,Mar-2013,7497.46,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
4000,4000,4000.0,36 months,9.91,128.9,B,B1,California Department of Corrections ,10+ years,MORTGAGE,130000.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,Rod Family Finance ,933xx,CA,10.05,0.0,Dec-1997,3.0,,,12.0,0.0,13212,85.0,22.0,f,0.0,0.0,4635.5600000005,4635.56,4000.0,635.56,0.0,0.0,0.0,Sep-2014,516.99,,Oct-2017,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
4375,4375,4375.0,36 months,12.42,146.2,B,B4,North Coast ag systems,2 years,OWN,15000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,Debt relief ,945xx,CA,13.92,0.0,Nov-2006,0.0,,,3.0,0.0,2847,74.9,5.0,f,0.0,0.0,5262.8499990209,5262.85,4375.0,887.85,0.0,0.0,0.0,Dec-2014,152.4,,Sep-2016,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
3000,3000,3000.0,36 months,10.65,97.72,B,B2,ADP,10+ years,MORTGAGE,86004.0,Not Verified,Dec-2011,Charged Off,n,other,Lending Club,070xx,NJ,13.37,0.0,Dec-1997,2.0,,,8.0,0.0,23964,64.6,35.0,f,0.0,0.0,2241.56,2241.56,1629.41,417.88,0.0,194.27,1.8944000011,Sep-2013,97.72,,Oct-2016,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
5400,5400,5400.0,36 months,12.69,181.15,B,B5,Ericsson,10+ years,MORTGAGE,75000.0,Not Verified,Dec-2011,Fully Paid,n,car,Motorcycle,773xx,TX,8.8,0.0,Jan-1992,0.0,31.0,,6.0,0.0,10376,68.7,33.0,f,0.0,0.0,6276.6369329309,6276.64,5400.0,876.64,0.0,0.0,0.0,Aug-2013,2844.38,,Jul-2018,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
15000,15000,15000.0,36 months,16.29,529.51,D,D1,Bentall Kennedy,1 year,RENT,110000.0,Verified,Dec-2011,Charged Off,n,small_business,Short-Term Business Loan,750xx,TX,21.99,2.0,Nov-1998,0.0,4.0,,12.0,0.0,40370,84.1,24.0,f,0.0,0.0,1874.13,1874.13,655.77,402.57,0.0,815.79,146.7198,Feb-2012,529.51,,Oct-2016,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
10400,10400,10400.0,36 months,12.69,348.87,B,B5,Nasoft USA,4 years,RENT,44000.0,Source Verified,Dec-2011,Fully Paid,n,credit_card,debt consolidation,920xx,CA,19.91,0.0,Apr-2002,2.0,,,6.0,0.0,13695,90.1,21.0,f,0.0,0.0,12559.160013601999,12559.16,10400.0,2159.16,0.0,0.0,0.0,Dec-2014,375.39,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
10000,10000,9975.0,36 months,6.62,307.04,A,A2,Beckman coulter,4 years,RENT,75000.0,Verified,Dec-2011,Fully Paid,n,home_improvement,Renovation loan,333xx,FL,24.85,0.0,Nov-1999,2.0,64.0,,19.0,0.0,3548,5.9,40.0,f,0.0,0.0,10744.7413450485,10717.88,10000.0,744.74,0.0,0.0,0.0,May-2013,5847.47,,Jun-2013,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
3600,3600,3600.0,36 months,8.9,114.32,A,A5,,10+ years,RENT,55000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,FREEDOM,117xx,NY,5.48,0.0,Jun-2002,0.0,,,8.0,0.0,9550,65.9,18.0,f,0.0,0.0,3977.3315513985,3977.33,3600.0,377.33,0.0,0.0,0.0,Jun-2013,2037.38,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
18500,13250,13250.0,60 months,11.71,292.81,B,B3,Cisco System Inc.,2 years,RENT,100000.0,Verified,Dec-2011,Fully Paid,n,major_purchase,Personal Investment Loan,940xx,CA,0.72,0.0,Jan-2003,0.0,,,7.0,0.0,6149,10.4,10.0,f,0.0,0.0,16367.249009038798,16367.25,13250.0,3117.25,0.0,0.0,0.0,Jun-2014,7889.73,,Jul-2014,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
15000,15000,15000.0,36 months,18.25,544.17,D,D5,Catholic Healthcare West,10+ years,MORTGAGE,66000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,945xx,CA,8.49,2.0,Jan-1988,2.0,9.0,,10.0,0.0,17258,89.1,28.0,f,0.0,0.0,17729.2895494466,17729.29,15000.0,2729.29,0.0,0.0,0.0,Feb-2013,10661.18,,Mar-2016,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
